exam_code,topic,question,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer
SAP-C02,Task 1.5: Determine cost optimization and visibility strategies.,"A company is running a compute workload by using Amazon EC2 spot instances that are in an autoscaling group. The launch template uses two placement groups and a single instance type. Recently, a monitoring system reported autoscaling instance launch failures that correlated with longer wait times for system users. The company needs to improve the overall reliability of the workload. Which solution will meet this requirement?",Replace the launch template with a launch configuration to use an autoscaling group that uses attribute-based instance type selection.,Create a new launch template version that uses attribute-based instance type selection. Configure the autoscaling group to use the new launch template version.,Update the launch template autoscaling group to increase the number of placement groups.,Update the launch template to use a larger instance type.,,,B
SAP-C02,Task 1.5: Determine cost optimization and visibility strategies.,"A financial services company loaded millions of historical stock trades into an Amazon Dynamob table. The table uses on demand capacity mode. Once each day at midnight, a few million new records are loaded into the table. Application read activity against the table happens in bursts throughout the day and a limited set of keys are repeatedly looked up. The company needs to reduce costs associated with Dynamo DB. Which strategy should a solutions architect recommend to meet this requirement?",Deploy an Amazon elastic cluster in front of the Dynamob table.,Deploy DynamoB accelerator DAX. Configure DynamoB autoscaling. Purchase savings plans in cost explorer.,Use provisioned capacity mode. Purchase savings plans in cost explorer.,Deploy DynamoB accelerator DAX. Use provisioned capacity mode. Configure DynamoB autoscaling.,,,D
SAP-C02,Task 1.3: Design reliable and resilient architectures.,A company has a critical application in which the data tier is deployed in a single AWS region. The data tier uses an Amazon DynamoDB table and an Amazon Aurora MySQL DB cluster. The current Aurora MySQL engine version supports a global database. The application tier is already deployed in two regions. Company policy states that critical applications must have application tier components and data tier components deployed across two regions. The RTO and RPO must be no more than a few minutes each. A solutions architect must recommend a solution to make the data tier compliant with company policy. Which combination of steps will meet these requirements? Choose two.,Add another region to the Aurora MySQL DB cluster.,Add another region to each table in the Aurora MySQL DB cluster.,Set up scheduled cross-region backups for the DynamoDB table and the Aurora MySQL DB cluster.,Convert the existing DynamoDB table to a global table by adding another region to its configuration.,Use Amazon Route 53 application recovery controller to automate database backup and recovery to the secondary region.,,"A,D"
SAP-C02,Task 1.3: Design reliable and resilient architectures.,"A company is currently in the design phase of an application that will need an RPO of less than 5 minutes and an RTO of less than 10 minutes. The solutions architecture team is forecasting that the database will store approximately 10 terabytes of data. As part of the design, they are looking for a database solution that will provide the company with the ability to fail over to a secondary region. Which solution will meet these business requirements at the lowest cost?","Deploy an Amazon Aurora DB cluster and take snapshots of the cluster every 5 minutes. Once a snapshot is complete, copy the snapshot to a secondary region to serve as a backup in the event of a failure.","Deploy an Amazon RDS instance with a cross-region read replica in a secondary region. In the event of a failure, promote the read replica to become the primary.",Deploy an Amazon Aurora DB cluster in the primary region and another in a secondary region. Use AWS DMS to keep the secondary region in sync.,"Deploy an Amazon RDS instance with a read replica in the same region. In the event of a failure, promote the read replica to become the primary.",,,B
SAP-C02,Task 1.1: Architect network connectivity strategies.,"A company is running a web application in a VPC. The web application runs on a group of Amazon EC2 instances behind an application load balancer, ALB. The ALB is using AWS WAF. An external customer needs to connect to the web application. The company must provide IP addresses to all external customers. Which solution will meet these requirements with the least operational overhead?","replace the ALB with a network load balancer, NLB. Assign an elastic IP address to the NLB.",allocate an elastic IP address. Assign the elastic IP address to the AL. Provide the elastic IP address to the customer.,create an AWS Global Accelerator standard accelerator. Specify the ALB as the accelerator's endpoint. Provide the accelerator's IP addresses to the customer.,configure an Amazon CloudFront distribution. Set the ALB as the origin. Ping the distribution's DNS name to determine the distribution's public IP address. Provide the IP address to the customer.,,,C
SAP-C02,Task 2.3: Determine security controls based on requirements.,"A company has an application that generates reports and stores them in an Amazon S3 bucket. When a user accesses their report, the application generates a signed URL to allow the user to download the report. The company's security team has discovered that the files are public and that anyone can download them without authentication. The company has suspended the generation of new reports until the problem is resolved. Which set of actions will immediately remediate the security issue without impacting the application's normal workflow? Create an AWS Lambda function that applies a deny all policy for users who are not authenticated. Create a scheduled event to invoke the Lambda function.",Create an AWS Lambda function that applies a deny all policy for users who are not authenticated. Create a scheduled event to invoke the Lambda function.,review the AWS Trusted Advisor bucket permissions check and implement the recommended actions.,run a script that puts a private ACL on all of the objects in the bucket.,use the block public access feature in Amazon S3 to set the ignore public ACLs option to true on the bucket.,,,D
SAP-C02,Task 2.4: Design a strategy to meet reliability requirements.,"A company has implemented an ordering system using an event-driven architecture. During initial testing, the system stopped processing orders. Further log analysis revealed that one order message in an Amazon Simple Queue Service, Amazon SQS, standard queue was causing an error on the back end and blocking all subsequent order messages. The visibility timeout of the queue is set to 30 seconds, and the back end processing timeout is set to 10 seconds. A solutions architect needs to analyze faulty order messages and ensure that the system continues to process subsequent messages. Which step should the solutions architect take to meet these requirements? Increase the back end processing timeout to 30 seconds to match the visibility timeout.",Increase the back end processing timeout to 30 seconds to match the visibility timeout.,reduce the visibility timeout of the queue to automatically remove the faulty message.,configure a new SQS FIFO queue as a dead letter queue to isolate the faulty messages.,configure a new SQS standard queue as a dead letter queue to isolate the faulty messages.,,,D
SAP-C02,Task 1.3: Design reliable and resilient architectures.,"A company has a project that is launching Amazon EC2 instances that are larger than required. The project's account cannot be part of the company's organization in AWS Organizations due to policy restrictions to keep this activity outside of corporate IT. The company wants to allow only the launch of t3.small EC2 instances by developers in the project's account. These EC2 instances must be restricted to the US East 2 region. What should a solutions architect do to meet these requirements? Create a new developer account. Move all EC2 instances, users, and assets into US East 2. Add the account to the company's organization in AWS Organizations. Enforce a tagging policy that denotes region affinity.","Create a new developer account. Move all EC2 instances, users, and assets into US East 2. Add the account to the company's organization in AWS Organizations. Enforce a tagging policy that denotes region affinity.",create an SCP that denies the launch of all EC2 instances except t3.small EC2 instances in US East 2. Attach the SCP to the project's account.,create and purchase a t3.small EC2 reserved instance for each developer in US East 2. Assign each developer a specific EC2 instance with their name as the tag.,create an IAM policy that allows the launch of only t3.small EC2 instances in US East 2. Attach the policy to the roles and groups that the developers use in the project's account.,,,D
SAP-C02,Task 1.2: Prescribe security controls.,"A company has 10 accounts that are part of an organization in AWS Organizations. AWS Config is configured in each account. All accounts belong to either the prod OU or the non-prod OU. The company has set up an Amazon EventBridge rule in each AWS account to notify an Amazon Simple Notification Service, Amazon SNS, topic when an Amazon EC2 security group inbound rule is created with 0.0.0.0/0 inbound rule is created with 0.0.0.0/0 as the source. The company's security team is subscribed to the SNS topic. For all accounts in the non-prod OU, the security team needs to remove the ability to create a security group inbound rule that includes 0.0.0.0/0 as the source. Which solution will meet this requirement with the least operational overhead? Modify the EventBridge rule to invoke an AWS Lambda function to remove the security group inbound rule and to publish to the SNS topic. Deploy the updated rule to the non-prod OU.",Modify the EventBridge rule to invoke an AWS Lambda function to remove the security group inbound rule and to publish to the SNS topic. Deploy the updated rule to the non-prod OU.,add the VPC SG open only to authorized ports AWS Config managed rule to the non-prod OU.,configure an SCP to allow the EC2 configure an SCP to allow the EC2 AuthorizeSecurityGroupIngress action when the value of the AWS SourceIp condition key is not 0.0.0.0/0. Apply the SCP to the non-prod OU. Apply the SCP to the non-prod OU.,configure an SCP to deny the EC2 configure an SCP to deny the EC2 AuthorizeSecurityGroupIngress action when the value of the AWS SourceIp condition key is 0.0.0.0/0. Apply the SCP to the non-prod OU.,,,D
SAP-C02,Task 1.1: Architect network connectivity strategies.,A company is storing data on premises on a Windows file server. The company produces 5 GB of new data daily. The company migrated part of its Windows-based workload to AWS and needs the data to be available on a file system in the cloud. The company already has established an AWS Direct Connect connection between the on-premises network and AWS. Which data migration strategy should the company use? Use the file gateway option in AWS Storage Gateway to replace the existing Windows file server and point the existing file share to the new file gateway.,Use the file gateway option in AWS Storage Gateway to replace the existing Windows file server and point the existing file share to the new file gateway.,Use AWS DataSync to schedule a daily task to replicate data between the on-premises Windows file server and Amazon FSx.,"Use AWS Data Pipeline to schedule a daily task to replicate data between the on-premises Windows file server and Amazon Elastic File System, Amazon EFS. Amazon Elastic File System, Amazon EFS.","Use AWS DataSync to schedule a daily task to replicate data between the on-premises Windows file server and Amazon Elastic File System, Amazon EFS.",,,B
SAP-C02,Task 2.5: Design a solution to meet performance objectives.,"A company is deploying a distributed in-memory database on a fleet of Amazon EC2 instances. The fleet consists of a primary node and eight worker nodes. The primary node is responsible for monitoring cluster health, accepting user requests, distributing user requests to worker nodes, and sending an aggregate response back to a client. Worker nodes communicate with each other to replicate data partitions. The company requires the lowest possible networking latency to achieve maximum performance. Which solution will meet these requirements?",Launch memory optimized EC2 instances in a partition placement group.,Launch compute optimized EC2 instances in a partition placement group.,Launch memory optimized EC2 instances in a cluster placement group.,Launch compute optimized EC2 instances in a spread placement group.,,,C
SAP-C02,Task 1.1: Architect network connectivity strategies.,"A company hosts a VPN in an on-premises data center. Employees currently connect to the VPN to access files in their Windows home directories. Recently, there has been a large growth in the number of employees who work remotely. As a result, bandwidth usage for connections into the data center has begun to reach 100% during business hours. The company must design a solution on AWS that will support the growth of the company's remote workforce, reduce the bandwidth usage for connections into the data center, and reduce operational overhead. Which combination of steps will meet these requirements with the least operational overhead? Choose two.",create an AWS storage gateway volume gateway. Mount a volume from the volume gateway to the on-premises file server. gateway to the on-premises file server.,migrate the home directories to Amazon FSx for Windows file server.,migrate the home directories to Amazon FSx for Lustre.,migrate remote users to AWS client VPN. migrate remote users to AWS client VPN.,create an AWS Direct Connect connection from the on-premises data center to AWS.,,"B,D"
SAP-C02,Task 1.2: Prescribe security controls.,A company is migrating an application to AWS. It wants to use fully managed services as much as possible during the migration. The company needs to store large important documents within the application with the following requirements. The data must be highly durable and available. The data must always be encrypted at rest and in transit. The encryption key must be managed by the company and rotated periodically. Which of the following solutions should the solutions architect recommend? A deploy the storage gateway to AWS in file gateway mode. Use Amazon EBS volume encryption using an AWS KMS key to encrypt the storage gateway volumes.,A deploy the storage gateway to AWS in file gateway mode. Use Amazon EBS volume encryption using an AWS KMS key to encrypt the storage gateway volumes.,Use Amazon S3 with a bucket policy to enforce HTTPS for connections to the bucket and to enforce serverside encryption and AWSKMS for object encryption.,Use Amazon DynamoB with SSL to connect to Dynamo DB. Use an AWS KMS key to encrypt Dynamob objects at rest.,Deploy instances with Amazon EBS volumes attached to store this data. Use EBS volume encryption using an AWS KMS key to encrypt the data.,,,B
SAP-C02,Task 1.1: Architect network connectivity strategies.,A company wants to send data from its on premises systems to Amazon S3 buckets. The company created the S3 buckets in three different accounts. The company must send the data privately without the data traveling across the internet. The company has no existing dedicated connectivity to AWS. Which combination of steps should a solutions architect take to meet these requirements? Choose to a establish a networking account in the AWS cloud. Create a private VPC in the network 10G account. Set up an AWS Direct Connect connection with a private VIF between the on- premises environment and the private VPC.,Choose to a establish a networking account in the AWS cloud. Create a private VPC in the network 10G account. Set up an AWS Direct Connect connection with a private VIF between the on- premises environment and the private VPC.,Establish a networking account in the AWS cloud. Create a private VPC in the networking account. Set 15 up and AWS Direct CO6 connection with a public VIF between the on- premises environment and the private VPC.,Create an Amazon S3 interface endpoint in the networking account.,Create an Amazon S3 gateway endpoint in the networking account.,Establish a networking account in the AWS cloud. Create a private VPC in the networking account. Peer VPCs from the accounts that host the S3 buckets with the VPC in the network account.,,"A,C"
SAP-C02,Task 1.1: Architect network connectivity strategies.,An AWS customer has a web application that runs on premises. The web application fetches data from a third-party API that is behind a firewall. The third party accepts only one public CID block in each client's allow list. The customer wants to migrate their web application to the AWS cloud. The application will be hosted on a set of Amazon EC2 instances behind an application load balancer ALB in a VPC. The ALB is located in public subnets. The EC2 instances are located in private subnets.NAT gateways provide internet access to the private subnets. How should a solutions architect ensure that the web application can continue to call the third party API after the migration?,Associate a block of customerowned public IP addresses to the VPC. Enable public IP addressing for public subnets in the VPC.,Register a block of customerowned public IP addresses in the AWS account. Create elastic IP addresses from the address block and assign them to the NAT gateways in the VPC.,Create elastic IP addresses from the block of customerowned IP addresses. Assign the static elastic IP addresses to the ALB.,Register a block of customer-owned public IP addresses in the AWS account. Set up AWS Global Accelerator to use elastic IP addresses from the address block. Set the ALB as the accelerator endpoint.,,,B
SAP-C02,Task 1.5: Determine cost optimization and visibility strategies.,A company wants to migrate its website to AWS. The website uses containers that are deployed in an on premises self-managed Kubernetes cluster. All data for the website is stored in an on- premises Postgregql database. The company has decided to migrate the on- premises Kubernetes cluster to an Amazon elastic kubernetes service Amazon EKS cluster. The EKS cluster will use EKS managed node groups with a static number of nodes. The company will also migrate the on- premises database to an Amazon RDS for PostgreSQL database. A solutions architect needs to estimate the total cost of ownership TCO for this workload before the migration. Which solution will provide the required TCO information?,Request access to migration evaluator. Run the migration evaluator collector and import the data. Configure a scenario. Export a quick insights report from Migra 10 evaluator.,Launch AWS database migration service. AWSDMS for the on premises database. Generate an assessment report. Create an estimate in AWS pricing calculator for the costs of the EKS migration.,Initialize AWS application migration service. Add the on- premises servers as source servers. Launch a test instance. Output a TCO report from application migration service.,Access the AWS cloud economic center web page to assess the AWS cloud value framework. Create an AWS cost and usage report from the cloud value framework.,,,A
SAP-C02,Task 1.1: Architect network connectivity strategies.,"A finance company hosts a data lake in Amazon S3. The company receives financial data records over SFTP each night from several third parties. The company runs its own SFTP server on an Amazon EC2 instance in a public subnet of a VPC. After the files are uploaded, they are moved to the data lake by a cron job that runs on the same instance. The SFTP server is reachable on DNS The SFTP server is reachable on DNS SFTP.ample.com through the use of Amazon Route 53. What should a solutions architect do to improve the reliability and scalability of the SFTP solution?",Move the EC2 instance into an autoscaling group. Place the EC2 instance behind an application load balancer ALB. Update the DNS record SFTP.ample.com in route 53 to point to the ALB.,Migrate the SFTP server to AWS transfer for SFTP. Update the DNS record for SFTP. Update the DNS record SFTP.ample.com in route 53 to point to the server endpoint host name.,Migrate the SFTP server to a file gateway in AWS storage gateway. Update the DNS record gateway. Update the DNS record SFTP.ample.com in route 53 to point to the file gateway endpoint.,Place the EC2 instance behind a network load balancer NLB. Update the DNS record sftp.acample.com in route 53 to point to the NLB.,,,B
SAP-C02,Task 1.5: Determine cost optimization and visibility strategies.,A company recently deployed an application on AWS. The application uses Amazon DynamoB. The company measured the application load and configured the RCUs and WCUs on the Dynamob table to match the expected peak load. The peak load occurs once a week for a 4-hour period and is double the average load. The application load is close to the average load for the rest of the week. The access pattern includes many more rights to the table than reads of the table. A solution's architect needs to implement a solution to minimize the cost of the table. Which solution will meet these requirements?,Use AWS application autoscaling to increase capacity during the peak period. Purchase reserved RCUs and WCUs to match the average load.,Configure on demand capacity mode for the table. on demand capacity mode for the table.,Configure DynamoB accelerator DAX in front of the table. Reduce the provisioned read capacity to match the new peak load on the table.,Configure Dynamob accelerator DAX in front of the table. Configure ondemand capacity mode for the table.,,,A
SAP-C02,Task 1.1: Architect network connectivity strategies.,A company is hosting an image processing service on AWS in a VPC. The VPC extends across two availability zones. Each availability zone contains one public subnet and one private subnet. The service runs on Amazon EC2 instances in the private subnets. An application load balancer in the public subnets is in front of the service. The service needs to communicate with the internet and does so through two NAT gateways. The service uses Amazon S3 for image storage. The EC2 instances retrieve approximately one of data from an S3 bucket each day. The company has promoted the service as highly secure. A solutions architect must reduce cloud expenditures as much as possible without compromising the services security posture or increasing the time spent on ongoing operations. Which solution will meet these requirements?,Replace the NAT gateways with NAT instances in the VPC route table. Create a route from the private subnets to the NAT instances.,Move the EC2 instances to the public subnets. Remove the NAT gateways.,Set up an S3 gateway VPC endpoint in the VP attach an endpoint policy to the endpoint to allow the required actions on the S3 bucket. Datt attach an Amazon elastic file system Amazon EFS volume to the EC2 instances. Host the images on the EFS volume.,"migrate to Amazon EFS is incorrect. Cost Amazon EFS storage is significantly more expensive than Amazon S3. Approximate 30 cents per gigabyte versus 0.023 per gigabyte for S3 standard. Moving 1 TBTE of data storage to EFS would likely increase the monthly bill drastically, failing the goal to reduce cloud expenditures. Therefore, the correct solution is C.",,,C
SAP-C02,Task 2.3: Determine security controls based on requirements.,A weather service provides highresolution weather maps from a web application hosted on AWS in the EU West one region. The weather maps are updated frequently and stored in Amazon S3 along with static HTML content. The web application is fronted by Amazon CloudFront. The company recently expanded to serve users in the US East one region and these new users report that viewing their respective weather maps is slow from time to time. Which combination of steps will resolve the US East1 performance issues. Choose two. A configure the AWS global accelerator endpoint for the S3 bucket in EU West one. Configure endpoint groups for TCP ports 80 and 443 in US East one.,A weather service provides highresolution weather maps from a web application hosted on AWS in the EU West one region. The weather maps are updated frequently and stored in Amazon S3 along with static HTML content. The web application is fronted by Amazon CloudFront. The company recently expanded to serve users in the US East one region and these new users report that viewing their respective weather maps is slow from time to time. Which combination of steps will resolve the US East1 performance issues. Choose two. A configure the AWS global accelerator endpoint for the S3 bucket in EU West one. Configure endpoint groups for TCP ports 80 and 443 in US East one.,Create a new S3 bucket in US East one. Configure S3 cross region replication to synchronize from the S3 bucket in EU West one.,Use Lambda at edge to modify requests from North America to use the S3 transfer acceleration endpoint in US East one.,Use lambda at edge to modify requests from North America to use the S3 bucket in US East one.,Configure the AWS global accelerator endpoint for US East1 as an origin on the CloudFront distribution. Use Lambda at edge to modify requests from North America to use the new origin.,,"B,D"
SAP-C02,Task 1.4: Design a multi-account AWS environment.,A company is designing an AWS organization structure. The company wants to standardize a process to apply tags across the entire organization. The company will require tags with specific values when a user creates a new resource. Each of the company's OUS will have unique tag values. Which solution will meet these values. Which solution will meet these requirements? Use an SCP to deny the creation of resources that do not have the required tags. Create a tag policy that includes the tag values that the company has assigned to each OU. Attach the tag policies to the OUS.,Use an SCP to deny the creation of resources that do not have the required tags. Create a tag policy that includes the tag values that the company has assigned to each OU. Attach the tag policies to the OUS.,Use an SCP to deny the creation of resources that do not have the required tags. Create a tag policy that includes the 10 tag values that the company has assigned to each OU. Attach the tag policies to the organization's management account.,Use an SCP to allow the creation of resources only when the resources have the required tags. Create a tag policy that includes the tag values that the company has assigned to each OU. Attach the tag policies to the OUS.,Use an SCP to deny the creation of resources that do not have the required tags. Define the list of tags. Attach the SCP to the O use.,,,A
SAP-C02,Task 1.1: Architect network connectivity strategies.,A large company runs workloads in VPCs that are deployed across hundreds of AWS accounts. Each VPC consists of public subnets and private subnets that span across multiple availability zones. NAT gateways are deployed in the public subnets and allow outbound connectivity to the internet from the private subnets. A solutions architect is working on a hub and spoke design. All private subnets in the spoke VPCs must route traffic to the internet through an egress VPC. The solutions architect already has deployed a NAT gateway in an egress VPC in a central AWS account. Which set of additional steps should the solutions architect take to meet these requirements?,Create peering connections between the egress VPC and the spoke VPCs. Configure the required routing to allow access to the internet.,Create a transit gateway and share it with the existing AWS accounts. Attach existing VPCs to the transit gateway. Configure the required routing to allow access to the internet point8.,Create a transit gateway in every account. Attach the NAT gateway to the transit gateways. Configure the required routing to allow access to the internet.,Create an AWS private link connection between the egress VPC and the spoke VPCs. Configure the required routing to allow access to the internet.,,,B
SAP-C02,Task 1.1: Architect network connectivity strategies.,"A company runs an application on an Amazon EC2 instance in a private VPC. The application accesses data from an Amazon S3 bucket. Currently, the application has outbound internet access through existing NAT gateways. The company establishes an AWS site-to-site VPN connection from the company's on-premises office to the VPC. The company wants both the application and the on-premises users to access the S3 bucket without traversing the public internet. The company also wants to remove the NAT gateways. Which solution will meet these requirements?","create an S3 gateway endpoint with private DNS inside the VPC, update the routing for the on-premises environment to route the traffic for the S3 bucket to the gateway endpoint that is inside the VPC. Update the on-premises DNS to use the private DNS names for the S3 bucket.",create both an S3 gateway endpoint and an S3 interface endpoint with private DNS inside the VPC. Update the routing for each of the VPC subnets and the on-premises environment. Update the on-premises DNS to use the private DNS names for the S3 bucket.,install Mountpoint for Amazon S3 on the EC2 instance. Mount the S3 bucket directly to the EC2 instance. Configure the application to use the new mount point to access the S3 bucket.,install storage browser for S3 on the EC2 instance and add it to the application. Ensure that the users of the application use storage browser to access the S3 data.,,,B
SAP-C02,Task 1.5: Determine cost optimization and visibility strategies.,A company ingests and processes streaming market data. The data rate is constant. A nightly process that calculates aggregate statistics takes 4 hours to complete. The statistical analysis is not critical to the business and data points are processed during the next iteration if a particular run next iteration if a particular run fails. The current architecture uses a pool of Amazon EC2 reserved instances with 1-year reservations. These EC2 instances run full-time to ingest and store the streaming data in attached Amazon EBS streaming data in attached Amazon EBS volumes. A scheduled script launches EC2 on-demand instances each night to perform the nightly processing. The instances access the stored data from NFS shares on the ingestion servers. The script terminates the instances when the processing is complete. The reserved instance reservations are expiring. The company needs to determine whether to purchase new reservations or implement a new design. Which solution will meet these requirements most cost-effectively? Most.,update the ingestion process to use Amazon Data Firehose to save data to Amazon S3. Use a scheduled script to launch a fleet of EC2 on-demand instances each night to perform the batch processing of the S3 data. Configure the script to terminate the instances when the processing is the instances when the processing is complete.,Update the ingestion process to use Amazon Data Firehose to save data to Amazon S3. Use AWS Batch with spot instances to perform nightly processing with a maximum spot price that is 50% of the on-demand price.,Update the ingestion process to use a fleet of EC2 reserved instances with 3-year reservations behind a network load balancer. Use AWS Batch with spot instances to perform nightly processing with a maximum spot price that is 50% of the on-demand price.,Update the ingestion process to use Amazon Data Firehose to save data to Amazon Redshift. Use Amazon EventBridge to schedule an AWS Lambda function to run nightly to query Amazon Redshift to generate the daily statistics.,,,B
SAP-C02,Task 1.4: Design a multi-account AWS environment.,A company is deploying a third-party web application to an AWS account. The company wants to deploy the application across multiple Amazon EC2 instances. The company must have the ability to scale horizontally when necessary. The application uses browser cookies for session state management. The application requires session affinity. Which solution will meet these requirements?,"Assign each EC2 instance a public IP address. Configure an Amazon Route 53 multi-value A record for the application, enable health checks for the A record, configure a Route 53 resolver rule that ensures a specific cookie value will consistently return the same EC2 instance, access the application by using the Route 53 A record.","place the EC2 instances in an auto scaling group, configure an Amazon CloudFront distribution and set the auto scaling group as the origin, create a CloudFront function to handle viewer requests, include cookie processing logic to ensure that users are directed to the correct EC2 instance. Access the application by using the CloudFront distribution URL.","place the EC2 instances in an auto scaling group, configure a public application load balancer ALB and configure the ALB to direct traffic for the application to the auto scaling group, enable sticky sessions on the target group for the application cookies, access the application by using the ALB domain name.","configure a gateway load balancer GWLB, register the EC2 instances as a target group by using their instance IDs. Enable flow stickiness on the target group, access the application by using the GWLB domain name.",,,C
SAP-C02,Task 1.2: Prescribe security controls.,a company established a data sharing agreement with a supplier. A solutions architect must establish bidirectional access to Amazon S3 buckets for the company's organization in AWS organizations and the supplier's organization. The company's S3 buckets are in the US East 1 region. The supplier's buckets are in the US West 1 region. The company must encrypt data at rest and collect logs of all S3 bucket access. Which solution will meet these requirements?,"Create S3 access grants that have specific permissions in the source accounts. Use AWS Resource Access Manager, AWS RAM, to share the access grants with both organizations. Use server-side encryption with AWS KMS keys, SSE-KMS, to encrypt the data. Grant the target accounts access to the KMS keys. Configure AWS CloudTrail to log S3 data events.","Set up VPC peering connections between the VPCs of the two organizations. Use AWS PrivateLink to implement S3 interface endpoints. Configure IAM policies in each organization to control endpoint access. Use Amazon S3 server-side encryption with Amazon S3 managed keys, SSE-S3, to encrypt the data. Enable VPC flow logs.","Create S3 access points for both organizations and use AWS Resource Access Manager, AWS RAM, to share the access points. Attach IAM policies that grant cross-organization access to the access points. Use customer-managed AWS KMS keys to encrypt the data. Enable AWS CloudTrail in both regions.","Configure S3 cross-region replication. Create an SCP to allow S3 get object and S3 object actions. Share the SCP between both organizations. Use Amazon S3 server-side encryption with Amazon S3 managed keys, SSE-S3, to encrypt the data. Implement S3 server access logging.",,,C
SAP-C02,Task 2.1: Design a deployment strategy to meet business requirements.,You have been given the task to define multiple AWS Data Pipeline schedules for different activities in the same pipeline. Which of the following would successfully accomplish this task?,creating multiple pipeline definition files.,defining multiple pipeline definitions in your schedule objects file and associating the desired schedule to the correct activity via its schedule field.,defining multiple schedule objects in your pipeline definition file and associating the desired schedule to the correct activity via its schedule field.,defining multiple schedule objects in the schedule field.,,,C
SAP-C02,Task 2.1: Design a deployment strategy to meet business requirements.,"You have recently joined a startup company building sensors to measure street noise and air quality in urban areas. The company has been running a pilot deployment of around 100 sensors for 3 months. Each sensor uploads 1 kilobyte of sensor data every minute to a backend hosted on AWS. During the pilot, you measured a peak or 10 IOPS on the database, and you stored an average of 3 GB of sensor data per month in the database. The current deployment consists of a load-balanced, auto-scaled ingestion layer using EC2 instances and a PostgreSQL RDS database with 500 GB standard storage. The pilot is considered a success, and your CEO has managed to get the attention or some potential investors. The business plan requires a deployment of at least 100k sensors, which needs to be supported by the backend. You also need to store sensor data for at least 2 years to be able to compare year-over-year improvements. To secure funding, you have to make sure that the platform meets these requirements and leaves room for further scaling. Which setup would meet the requirements?",Add an SQS queue to the ingestion layer to buffer writes to the RDS instance.,Ingest data into a DynamoDB table and move old data to a Redshift cluster.,Replace the RDS instance with a six-node Redshift cluster with 96 TB of storage.,keep the current architecture but upgrade RDS storage to 3 terabytes and 10K provisioned IOPS.,,,B
SAP-C02,Task 1.3: Design reliable and resilient architectures.,You're running an application on premises due to its dependency on on premises due to its dependency on non-x86 hardware and want to use AWS for data backup. Your backup application is only able to write to POSIX-compatible block-based storage. You have 140 terabytes of data and would like to mount it as a single folder on your file server. Users must be able to access portions of this data while the backups are taking place. What backup solution would be most appropriate for this use case?,use Storage Gateway and configure it to use gateway cached volumes.,configure your backup software to use S3 as the target for your data backups.,configure your backup software to use Glacier as the target for your data backups.,use Storage Gateway and configure it to use gateway stored volumes.,,,D
SAP-C02,Task 1.3: Design reliable and resilient architectures.,"You have a periodic image analysis application that gets some files in input, analyzes them, and for each file writes some data in output to a temp file. The number of files in input per day is high and concentrated in a few hours of the day. Currently, you have a server on EC2 with a large EBS volume that hosts the input data and the results. It takes almost 20 hours per day to complete the process. What services could be used to reduce the elaboration time and improve the availability of the solution?",S3 to store IO files. SQS to distribute elaboration commands to a group of hosts working in parallel. Auto scaling to dynamically size the group of hosts depending on the length of the SQS queue.,EBS with provisioned IOPS to store IO files. SNS to distribute elaboration commands to a group of hosts working in parallel. Auto scaling to dynamically size the group of hosts depending on the number of SNS notifications.,"that S3 to store IO files, SNS to distribute elaboration commands to a group of hosts working in parallel. Auto scaling to dynamically size the group of hosts depending on the number of SNS notifications.",that EBS with provisioned IOPS to store IO files. Use SQS to distribute elaboration commands to a group of hosts working in parallel. Auto scaling to dynamically size the group to hosts depending on the length of the SQS queue.,,,A
SAP-C02,Task 1.1: Architect network connectivity strategies.,"In a VPC, can you modify a set of DHCP options after you create them?","Yes, you can modify a set of DHCP options within 48 hours after creation and there are no VPCs associated with them.","Yes, you can modify a set of DHCP options anytime after you create them.","No, you can't modify a set of DHCP options after you create them.","Yes, you can modify a set of DHCP options within 24 hours after creation.",,,C
SAP-C02,Task 1.2: Prescribe security controls.,A bucket owner has allowed another account's IAM users to upload or access objects in his bucket. The IAM user of account A is trying to access an object created by the IAM user of account,"it is not possible to give permission to multiple IAM users. Option B, AWS S3 bucket will verify proper rights given by the owner of account A, the bucket owner, as well as by the IAM user B to the object.",What will happen in this scenario?,the bucket policy may not be created as S3 will give error due to conflict of access rights.,It is not possible that the IAM user of one account accesses objects of the other IAM user.,,,B
SAP-C02,Task 1.2: Prescribe security controls.,Customer is deploying an SSL-enabled web application to AWS and would like to implement a separation of roles between the EC2 service administrators that are entitled to log into instances as well as making API calls and the security officers who will maintain and have exclusive access to the application's exclusive access to the application's X.509 certificate that contains the private key.,upload the certificate on an S3 bucket owned by the security officers and accessible only by EC2 role of the web servers.,configure the web servers to retrieve the certificate upon boot from in-cloud HSM is managed by the security officers.,configure system permissions on the web servers to restrict access to the authority security officers.,Configure IAM policies authorizing access to the certificate store only to the security officers and terminate SSL on an ELB.,,,D
